Competency Score Key,Student Key,Assessment Key,Session,Type,Number,Category Group,Category,Points Earned,Percent Earned,Source CSV
2026-05-E2-STU-8C4048CAD3C0-8d8ad85447,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Question Types,PreL Select N,5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-0e03f0c949,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Retired FCU Item,PreL Retired FCU Item,1.25,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-1d217b9580,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Spheres of Care,PreL Chronic Disease Management,9.166667,0.6111111333,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-97a2814085,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Spheres of Care,PreL Regenerative.Restorative Care,71.666667,0.7350427385,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-12d567c99d,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Spheres of Care,PreL Wellness.Disease Prevention,18.5,0.6727272727,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-e6b70f2d54,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Alterations Of Cognition,1.25,0.25,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-27cf16e1a2,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,"Alterations Of Mood, Affect, And Suicidal Ideation",12.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-fa053c2d3d,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Altered Mental Health in Children And Adolescents,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-498751fc38,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Altered Mental Health in Older Adults,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-1cbee7826e,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Altered Stress Response,5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-503a5f8c45,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Anxiety,5,0.6666666667,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-05927e368a,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Bereavement,1.5,0.6,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-1890368d0b,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Bipolar Disorder,7.5,0.75,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-2b78c3806d,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Cluster A Personality Disorders,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-b95e06e7c3,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Cluster B Personality Disorders,0,0,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-6635d16f8b,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Cluster C Personality Disorders,0,0,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-7f9b4bcbe0,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Depressive Disorders,5,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-1b5c5da084,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Disruptive Behavior Disorders,4.5,0.9,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-d089a7775d,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Eating Disorders,0,0,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-e9de1f1fa2,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Human Trafficking,2.5,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-bd10abc1d1,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Interpersonal Violence,2.5,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-ae0a6a74e4,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Intimate Partner Violence And Sexual Assault,1.875,0.75,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-346cf7e927,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Lateral/Horizontal Violence,0,0,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-ae75124dc6,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Medication Calculation,5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-1ca370f5d1,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Neurodevelopmental Disorders,5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-20310915b2,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Obsessive Compulsive Disorder,5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-e823b45f21,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Post Traumatic Stress Disorder.Syndrome,5,0.6666666667,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-11d1d0043d,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Psychosis,4.375,0.875,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-995643d06a,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Schizophrenia,6.666667,0.8888889333000001,W8 NR326 May Exam 2.csv
2026-05-E2-STU-8C4048CAD3C0-2530b0ad73,STU-8C4048CAD3C0,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Substance Related Disorders,11.666667,0.93333336,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-7c6ca1d9d9,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL BSN Essentials,"PreL Domain 10: Personal, Professional, and Leadership Development",2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-f6bdb0f289,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL BSN Essentials,PreL Domain 1: Knowledge for Nursing Practice,14.166667,0.5151515273,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-30d08387a1,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL BSN Essentials,PreL Domain 2: Person-Centered Care,73.5,0.7736842104999999,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-aa1f00c8f5,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL BSN Essentials,PreL Domain 5: Quality and Safety,12.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-c3c8395f52,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL BSN Essentials,PreL Domain 9: Professionalism,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-79f67744c7,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Bloom's Taxonomy,PreL Apply.Analyze,98.166667,0.7699346430999999,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-15028dba2a,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Bloom's Taxonomy,PreL Evaluate,2,0.8,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-95ed4e1cad,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Bloom's Taxonomy,PreL Remember.Understand,5,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-75fbc3f34e,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Case Study,PreL Case Study,10.75,0.7166666667,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-5abfee50a1,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Clinical Judgment,PreL 1-Recognize Cues,0,0,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-536ceb4ace,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Clinical Judgment,PreL 2-Analyze Cues,2,0.8,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-b759b4ab6e,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Clinical Judgment,PreL 3-Prioritize Hypotheses,1.25,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-0dbb949410,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Clinical Judgment,PreL 4-Generate Solutions,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-aaa694179b,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Clinical Judgment,PreL 5-Take Actions,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-9e247bee48,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Clinical Judgment,PreL 6-Evaluate Outcomes,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-d2bbd673f3,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Concepts,PreL Addiction,10,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-2db19b7764,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Concepts,PreL Anxiety,17.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-3092f7e9b2,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Concepts,PreL Cognition,1.25,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-c8b3df7ba6,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Concepts,PreL Communication,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-676e1bed12,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Concepts,PreL Development,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-e8cbc26e09,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Concepts,PreL Family Dynamics,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-cdc6c07443,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Concepts,PreL Fluid and Electrolytes,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-4b89691a4e,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Concepts,PreL Interpersonal Violence,12.5,0.8333333333,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-cf65b8e5f6,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Concepts,PreL Mood and Affect,22,0.7333333333000001,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-fb9a0d5a21,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Concepts,PreL Nutrition,0,0,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-06a875c73d,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Concepts,PreL Psychosis,14.916667,0.7458333500000001,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-d526f944df,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Concepts,PreL Safety,7.5,0.4285714286,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-49053bd6c4,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Concepts,PreL Stress and Coping,9.5,0.6333333333,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-b43cca7fc9,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Dosage Calculation,PreL Oral Dosage,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-a7a3e0988a,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Exam,PreL FCUE NR326,105.166667,0.7511904786,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-a5dea4da9a,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Health Promotion and Maintenance (HPM),2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-2e9a6b7b34,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Management of Care (MC),5,0.6666666667,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-fd2eee6480,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Pharmacological and Parenteral Therapies (PPT),9.166667,0.9166667,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-64127da332,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Physiological Adaptation (PA),2.5,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-8ea1ba17ba,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Psychosocial Integrity (PI),78.5,0.7476190476,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-4052f5b8d2,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Reduction of Risk Potential (RRP),5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-14e35da63a,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Safety and Infection Control (SIC),2.5,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-7208e2b7c0,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Nursing Process,PreL Analysis.Diagnosis,20.75,0.5928571429,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-4ad703a50f,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Nursing Process,PreL Assessment,3.75,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-6811969a2e,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Nursing Process,PreL Evaluation,22,0.8,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-e2d31dab35,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Nursing Process,PreL Implementation.Intervention,22,0.88,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-f7b99bcf79,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Nursing Process,PreL Planning,31.666667,0.9047619143,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-433d9b66e4,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL QSEN,PreL QSEN Evidence Based Practice,5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-86b92c4914,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL QSEN,PreL QSEN Patient-Centered Care,80.166667,0.7821138244,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-ac025be99a,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL QSEN,PreL QSEN Safety,15,0.6666666667,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-2c2503f6de,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL QSEN,PreL QSEN Teamwork and Collaboration,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-e8f7db1c5f,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Question Types,PreL BowTie,2,0.8,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-102a0fc96b,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Question Types,PreL Cloze Drop Down,5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-3da8f727b6,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Question Types,PreL Cloze Drop Down Rationale,0,0,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-45cae5c6b3,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Question Types,PreL Fill in the Blank,5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-6ccec41abe,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Question Types,PreL Matrix Single Response,11.166667,0.8933333600000001,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-23e6c98fa2,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Question Types,PreL Multiple Choice (Traditional and Extended),62.5,0.6944444444,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-71b6520e61,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Question Types,PreL Select All That Apply (Traditional and NGN),15.75,0.9,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-8d8ad85447,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Question Types,PreL Select N,3.75,0.75,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-0e03f0c949,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Retired FCU Item,PreL Retired FCU Item,1.25,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-1d217b9580,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Spheres of Care,PreL Chronic Disease Management,10.416667,0.6944444667,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-97a2814085,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Spheres of Care,PreL Regenerative.Restorative Care,70.75,0.7256410256,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-12d567c99d,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Spheres of Care,PreL Wellness.Disease Prevention,24,0.8727272727000001,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-e6b70f2d54,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Alterations Of Cognition,1.25,0.25,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-27cf16e1a2,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,"Alterations Of Mood, Affect, And Suicidal Ideation",12.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-fa053c2d3d,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Altered Mental Health in Children And Adolescents,2,0.8,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-498751fc38,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Altered Mental Health in Older Adults,0,0,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-1cbee7826e,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Altered Stress Response,2.5,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-503a5f8c45,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Anxiety,7.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-05927e368a,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Bereavement,2,0.8,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-1890368d0b,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Bipolar Disorder,7.5,0.75,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-2b78c3806d,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Cluster A Personality Disorders,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-b95e06e7c3,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Cluster B Personality Disorders,0,0,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-6635d16f8b,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Cluster C Personality Disorders,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-7f9b4bcbe0,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Depressive Disorders,7.5,0.75,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-1b5c5da084,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Disruptive Behavior Disorders,5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-d089a7775d,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Eating Disorders,0,0,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-e9de1f1fa2,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Human Trafficking,2.5,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-bd10abc1d1,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Interpersonal Violence,5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-ae0a6a74e4,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Intimate Partner Violence And Sexual Assault,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-346cf7e927,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Lateral/Horizontal Violence,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-ae75124dc6,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Medication Calculation,5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-1ca370f5d1,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Neurodevelopmental Disorders,5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-20310915b2,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Obsessive Compulsive Disorder,5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-e823b45f21,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Post Traumatic Stress Disorder.Syndrome,5,0.6666666667,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-11d1d0043d,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Psychosis,2.5,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-995643d06a,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Schizophrenia,5.75,0.7666666666999999,W8 NR326 May Exam 2.csv
2026-05-E2-STU-92D90F5227E9-2530b0ad73,STU-92D90F5227E9,2026-05-E2,May 2026,Exam,2,PreL Topics Mental Health,Substance Related Disorders,11.666667,0.93333336,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-7c6ca1d9d9,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL BSN Essentials,"PreL Domain 10: Personal, Professional, and Leadership Development",2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-f6bdb0f289,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL BSN Essentials,PreL Domain 1: Knowledge for Nursing Practice,25,0.9090909091,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-30d08387a1,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL BSN Essentials,PreL Domain 2: Person-Centered Care,81.625,0.8592105263,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-aa1f00c8f5,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL BSN Essentials,PreL Domain 5: Quality and Safety,10,0.8,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-c3c8395f52,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL BSN Essentials,PreL Domain 9: Professionalism,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-79f67744c7,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL Bloom's Taxonomy,PreL Apply.Analyze,109.125,0.8558823529,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-15028dba2a,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL Bloom's Taxonomy,PreL Evaluate,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-95ed4e1cad,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL Bloom's Taxonomy,PreL Remember.Understand,10,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-75fbc3f34e,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL Case Study,PreL Case Study,12.625,0.8416666667,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-5abfee50a1,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL Clinical Judgment,PreL 1-Recognize Cues,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-536ceb4ace,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL Clinical Judgment,PreL 2-Analyze Cues,2,0.8,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-b759b4ab6e,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL Clinical Judgment,PreL 3-Prioritize Hypotheses,1.25,0.5,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-0dbb949410,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL Clinical Judgment,PreL 4-Generate Solutions,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-aaa694179b,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL Clinical Judgment,PreL 5-Take Actions,2.5,1,W8 NR326 May Exam 2.csv
2026-05-E2-STU-DA50E7C12236-9e247bee48,STU-DA50E7C12236,2026-05-E2,May 2026,Exam,2,PreL Clinical Judgment,PreL 6-Evaluate Outcomes,1.875,0.75,W8 NR326 May Exam 2.csv
